Species	Lat	Long
Historis_odius	4.612407	-74.365094
Historis_odius	-3.672686	-73.2874
Historis_odius	3.349864	-75.169703
Historis_odius	-29.895	-50.262778
Historis_odius	-10.370578	-75.243134
Historis_odius	14.699542	-87.278294
Historis_odius	-14.43695	-67.494281
Historis_odius	8.439522	-81.647344
Historis_odius	-11.007614	-66.052422
Historis_odius	11.995486	-86.338997
Historis_odius	7.114754	-73.100286
Historis_odius	-23.455481	-46.629667
Historis_odius	15.124853	-92.298701
Historis_odius	10.665753	-61.400382
Historis_odius	20.627011	-105.212167
Historis_odius	-20.360994	-40.303973
Baeotus_deucalion	-8.754034	-63.457545
Baeotus_deucalion	-0.674281	-76.397652
Baeotus_deucalion	-9.913792	-58.216375
Baeotus_deucalion	-8.948457	-61.994856
Baeotus_deucalion	-12.791105	-71.392625
Baeotus_deucalion	-0.472253	-76.45913
Baeotus_deucalion	-9.053389	-56.585345
Baeotus_deucalion	-9.597932	-55.931274
Baeotus_deucalion	-4.389149	-69.138393
Baeotus_deucalion	-1.602517	-77.35369
Baeotus_deucalion	-13.132177	-69.607961
Baeotus_deucalion	-4.311417	-73.238724
Baeotus_deucalion	-0.479447	-76.4746
Baeotus_deucalion	-1.099046	-76.71627
Baeotus_deucalion	-12.6093	-69.04434
Baeotus_aeilus	-1.170878	-77.864789
Baeotus_aeilus	-8.967805	-58.571717
Baeotus_aeilus	0.065803	-76.581311
Baeotus_aeilus	-0.135053	-67.081383
Baeotus_aeilus	-1.099046	-76.71627
Baeotus_aeilus	-0.506008	-76.365838
Historis_acheronta	-3.83831	-40.903456
Historis_acheronta	-24.059494	-46.701049
Historis_acheronta	-6.152667	-36.510132
Historis_acheronta	-1.918755	-77.831338
Historis_acheronta	10.512822	-84.989078
Historis_acheronta	-23.42926	-46.612512
Historis_acheronta	-0.736707	-77.555227
Historis_acheronta	-12.049962	-69.671796
Historis_acheronta	15.693943	-86.901826
Historis_acheronta	0.833934	-76.864755
Historis_acheronta	-0.030172	-76.315583
Historis_acheronta	14.905102	-85.874958
Historis_acheronta	-1.915348	-77.829402
Historis_acheronta	0.031111	-76.884445
Historis_acheronta	-0.121374	-76.354844
Historis_acheronta	-25.83829	-48.756278
Historis_acheronta	25.537847	-103.41104
Historis_acheronta	20.988872	-86.846087
Historis_acheronta	21.641327	-105.141795
Historis_acheronta	-1.440992	-72.797193
Historis_acheronta	19.040002	-95.969144
Historis_acheronta	20.711302	-87.074978
Historis_acheronta	14.8733	-87.904311
Historis_acheronta	20.427737	-87.295577
Historis_acheronta	13.953437	-88.156573
Historis_acheronta	13.880234	-88.943781
Historis_acheronta	26.182716	-98.330544
Historis_acheronta	-27.685163	-48.497274
Historis_acheronta	16.265729	-93.868511
Historis_acheronta	20.860897	-86.942893
Historis_acheronta	10.715673	-85.010775
Historis_acheronta	7.034139	-73.339263
Historis_acheronta	9.800528	-84.908141
Historis_acheronta	11.477605	-84.486673
Historis_acheronta	11.467587	-83.877863
Historis_acheronta	15.810809	-87.931586
Historis_acheronta	-22.955223	-43.286236
Historis_acheronta	14.438468	-90.407754
Historis_acheronta	-9.597932	-55.931274
Historis_acheronta	19.379932	-96.783602
Historis_acheronta	14.440779	-90.466696
Historis_acheronta	19.946539	-76.756758
Historis_acheronta	10.125074	-84.205961
Historis_acheronta	19.984241	-76.764568
Historis_acheronta	14.711859	-86.161827
Historis_acheronta	9.885999	-83.655403
Historis_acheronta	8.508224	-82.421692
Historis_acheronta	19.419333	-96.927423
Historis_acheronta	10.047579	-84.327292
Historis_acheronta	11.712146	-85.953352
Historis_acheronta	16.422419	-91.271998
Historis_acheronta	-0.837631	-79.205603
Historis_acheronta	-22.457981	-44.66454
Historis_acheronta	20.898779	-89.657659
Historis_acheronta	18.109142	-89.80539
Historis_acheronta	-16.972335	-65.422281
Historis_acheronta	-0.524	-76.416
Historis_acheronta	11.120833	-85.593382
Historis_acheronta	17.097365	-88.974967
Historis_acheronta	-11.13406	-74.316104
Historis_acheronta	11.9883	-86.327102
Historis_acheronta	10.720021	-85.042473
Historis_acheronta	20.171639	-89.566317
Historis_acheronta	10.552413	-83.507702
Historis_acheronta	9.274952	-83.797895
Historis_acheronta	-0.524203	-76.439822
Historis_acheronta	15.92572	-90.663269
Historis_acheronta	14.248104	-87.959498
Historis_acheronta	-6.018507	-50.304165
Historis_acheronta	18.056235	-94.566333
Historis_acheronta	17.257154	-91.40427
Historis_acheronta	10.703792	-84.206772
Historis_acheronta	16.821947	-93.069606
Historis_acheronta	28.450567	-96.404522
Colobura_annulata	-8.754034	-63.457545
Colobura_annulata	-0.622952	-77.602818
Colobura_annulata	-1.031261	-77.798653
Colobura_annulata	-12.033923	-69.677333
Colobura_annulata	-12.799937	-71.408012
Colobura_annulata	4.558598	-52.207468
Colobura_annulata	-12.225737	-69.114639
Colobura_annulata	-1.633203	-77.010385
Colobura_annulata	10.433587	-61.380333
Colobura_annulata	-12.802181	-69.299584
Colobura_annulata	-1.29083	-79.269443
Colobura_annulata	10.640778	-61.403217
Colobura_annulata	-4.251804	-78.654114
Colobura_annulata	-9.617865	-74.93403
Colobura_annulata	8.825209	-82.947235
Colobura_annulata	10.282843	-84.798119
Colobura_annulata	0.182477	-78.912301
Colobura_annulata	10.319194	-83.937493
Colobura_annulata	-4.612789	-77.89105
Colobura_annulata	-1.270779	-79.285459
Colobura_annulata	5.900968	-74.856937
Colobura_annulata	-5.68316	-77.65645
Colobura_annulata	-0.950223	-77.862693
Colobura_dirce	18.418103	-70.117836
Colobura_dirce	-3.02408	-59.989291
Colobura_dirce	21.759358	-105.066391
Colobura_dirce	-9.848719	-56.071949
Colobura_dirce	20.665562	-87.035172
Colobura_dirce	18.439976	-95.046752
Colobura_dirce	11.156648	-74.109819
Colobura_dirce	17.946272	-94.719322
Colobura_dirce	-23.45643	-46.757454
Colobura_dirce	9.294395	-82.40256
Colobura_dirce	-23.606905	-46.821839
Colobura_dirce	9.95573	-84.269539
Colobura_dirce	-1.617674	-77.840736
Colobura_dirce	5.131583	-74.164481
Colobura_dirce	19.64338	-69.92257
Colobura_dirce	15.714027	-85.911444
Colobura_dirce	18.906655	-96.939268
Colobura_dirce	-23.495176	-46.519442
Colobura_dirce	18.167731	-66.485029
Colobura_dirce	19.059551	-70.679358
Colobura_dirce	10.006779	-84.294029
Colobura_dirce	-23.583774	-46.478236
Colobura_dirce	18.333585	-66.718848
Colobura_dirce	3.390367	-76.609642
Colobura_dirce	-22.941917	-43.345008
Colobura_dirce	21.065327	-105.196805
Colobura_dirce	-27.469543	-48.456326
Colobura_dirce	20.951238	-105.350599
Colobura_dirce	20.217263	-87.467711
Colobura_dirce	18.133892	-66.990942
Colobura_dirce	12.021546	-86.167271
Colobura_dirce	-10.712154	-75.249715
Colobura_dirce	21.034325	-105.25438
Colobura_dirce	-4.236022	-56.010962
Colobura_dirce	-5.953781	-50.391859
Colobura_dirce	13.880234	-88.943781
Colobura_dirce	4.528814	-72.863878
Colobura_dirce	0.065414	-76.885346
Colobura_dirce	7.888	-78.35938
Colobura_dirce	14.37917	-91.105788
Colobura_dirce	7.545481	-80.949346
Colobura_dirce	8.81621	-76.428209
Colobura_dirce	-20.332982	-40.42729
Colobura_dirce	-12.046211	-69.676964
Colobura_dirce	-3.197117	-52.192045
Colobura_dirce	10.213774	-83.789787
Colobura_dirce	-7.923776	-35.165012
Colobura_dirce	8.593293	-80.275531
Colobura_dirce	-25.654642	-48.454995
Colobura_dirce	9.937205	-84.050864
Colobura_dirce	12.068915	-86.232589
Colobura_dirce	-22.987933	-43.642372
Colobura_dirce	-19.971551	-43.80843
Colobura_dirce	9.425086	-84.152634
Colobura_dirce	7.095882	-73.13253
Colobura_dirce	16.962885	-99.092537
Colobura_dirce	8.88056	-72.97892
Colobura_dirce	7.064953	-73.085941
Colobura_dirce	4.055164	-73.718784
Colobura_dirce	-25.537307	-54.14401
Colobura_dirce	5.069457	-74.380305
Colobura_dirce	18.523992	-77.836717
Colobura_dirce	18.678335	-88.392395
Colobura_dirce	-22.947888	-43.341645
Colobura_dirce	-23.640601	-46.625299
Colobura_dirce	-19.588647	-43.43233
Colobura_dirce	-13.259357	-70.781191
Colobura_dirce	-23.3776	-44.957205
Colobura_dirce	13.567173	-89.037645
Colobura_dirce	-5.378633	-49.093231
Colobura_dirce	3.91048	-73.670678
Colobura_dirce	9.899892	-84.048928
Colobura_dirce	7.579029	-75.349545
Colobura_dirce	8.408651	-80.071474
Colobura_dirce	9.125357	-79.693409
Colobura_dirce	20.770392	-86.95475
Colobura_dirce	-24.514622	-50.411228
Colobura_dirce	17.908972	-94.697258
Colobura_dirce	-19.959897	-44.002266
Colobura_dirce	9.257298	-79.652518
Colobura_dirce	-3.060515	-60.011145
Colobura_dirce	20.465704	-105.292254
Colobura_dirce	-23.24782	-45.840718
Colobura_dirce	-10.341944	-75.252747
Colobura_dirce	-22.445245	-44.600773
Colobura_dirce	10.443833	-61.374854
Colobura_dirce	-23.025371	-43.469839
Colobura_dirce	17.507865	-91.992995
Colobura_dirce	15.693129	-86.902203
Colobura_dirce	-9.597932	-55.931274
Colobura_dirce	-7.620619	-72.669628
Colobura_dirce	10.773952	-85.350037
Colobura_dirce	13.880234	-88.943781
Colobura_dirce	8.508224	-82.421692
Colobura_dirce	14.772503	-87.950055
Colobura_dirce	-3.943878	-73.606522
Colobura_dirce	10.677202	-61.411016
Colobura_dirce	18.500033	-88.3257
Colobura_dirce	6.315209	-73.948906
Historis_odius	4.148546	-74.588162
Historis_odius	-25.66667	-54.450001
Historis_odius	9.061638	-79.429201
Historis_odius	-24.187785	-47.399751
Historis_odius	-9.068472	-68.654604
Historis_odius	-19.962398	-43.918225
Historis_odius	-0.052432	-78.781376
Historis_odius	13.66419	-89.201906
Historis_odius	0.124533	-78.631408
Historis_odius	11.154078	-73.462608
Historis_odius	-0.674281	-76.397652
Historis_odius	10.387924	-61.374754
Historis_odius	-8.4942	-60.961539
Historis_odius	22.499585	-105.302093
Historis_odius	9.833847	-83.566804
Historis_odius	9.164007	-75.05288
Historis_odius	8.88056	-72.97892
Historis_odius	10.715605	-85.05583
Historis_odius	-3.56069	-79.941385
Historis_odius	4.579679	-75.65409
Historis_odius	-12.286815	-70.91169
Historis_odius	6.801375	-75.314113
Historis_odius	17.089884	-89.141596
Historis_odius	7.339199	-73.85367
Baeotus_deucalion	-1.968917	-51.619667
Baeotus_aeilus	-1.968639	-51.62175
Baeotus_aeilus	-1.968917	-51.619667
Baeotus_aeilus	-1.751014	-51.517428
Baeotus_aeilus	-1.752228	-51.483653
Baeotus_aeilus	-1.718147	-51.468803
Baeotus_aeilus	-1.768164	-51.584275
Baeotus_aeilus	-1.716981	-51.419203
Baeotus_aeilus	-1.751031	-51.516842
Baeotus_deucalion	-1.718894	-51.483653
Baeotus_deucalion	-1.783808	-51.585136
Baeotus_deucalion	-1.719197	-51.501669
Baeotus_deucalion	-1.733342	-51.483375
Colobura_annulata	-1.968917	-51.619667
Colobura_annulata	-1.968639	-51.62175
Colobura_annulata	-1.969778	-51.621944
Colobura_annulata	-1.388731	-48.266517
Colobura_dirce	-1.969778	-51.621944
Colobura_dirce	-1.971	-51.621778
Colobura_dirce	-1.969222	-51.62125
Colobura_dirce	-1.969778	-51.621944
Colobura_annulata	-1.451947222	-48.4436472
Colobura_dirce	-1.451947222	-48.4436472
Colobura_annulata	-1.146992	-48.127564
Colobura_dirce	-1.146992	-48.127564
Colobura_dirce	-1.388731	-48.26617
Historis_odius	-1.971	-51.621778
Historis_odius	-1.7485167	-51.5208333
Historis_odius	-1.146992	-48.127564
Historis_acheronta	-1.7485167	-51.5208333
Historis_acheronta	-2.3955556	-50.7166667
Historis_odius	-0.45	-51.666667
Colobura_dirce	-0.45	-51.666667
Historis_odius	-2.008367	-54.015917
Historis_acheronta	-2.008367	-54.015917
Colobura_dirce	-2.008367	-54.015917
Colobura_annulata	-2.008367	-54.015917
Colobura_dirce	-2.112861111	-44.8323611
Colobura_dirce	-3.920777778	-46.75875
Colobura_annulata	-3.920777778	-46.75875
Historis_odius	-2.112861111	-44.8323611
Historis_odius	-2.118583333	-44.8251667
Historis_acheronta	-2.118583333	-44.8251667
Colobura_dirce	-5.689194	-50.326886
Historis_acheronta	-9.978973	-50.037141
Colobura_dirce	-9.978973	-50.037141
Historis_odius	-9.978973	-50.037141
Colobura_dirce	0.822722	-51.225444
Colobura_dirce	0.841305	-51.203138
Colobura_dirce	0.822722	-51.225444
Historis_acheronta	-2.485234	-54.958013
Historis_odius	-2.421057	-54.74067
Colobura_dirce	-5.812964	-52.99143
Colobura_dirce	-2.421057	-54.74067
Historis_odius	-3.213625	-52.212479
Colobura_dirce	-3.213625	-52.212479
Historis_odius	-4.538972	-56.311528
Colobura_dirce	-4.662722	-56.552722
Colobura_dirce	-4.472361	-56.284361
Colobura_dirce	-4.662722	-56.552722
Colobura_annulata	-4.662722	-56.552722
Colobura_annulata	-4.629528	-56.391444
Colobura_annulata	-2.84375	-54.987317
Historis_acheronta	-2.445224	-54.898868
Colobura_annulata	-1.8591667	-48.7805556
Historis_odius	-11.186944	-64.855833
Historis_odius	-1.957778	-67.925
Historis_odius	-3.149722	-60.844722
Historis_odius	-3.933889	-61.3175
Historis_odius	-2.7295	-59.695056
Historis_odius	-2.703194	-59.680028
Historis_odius	3.409408	-61.667117
Historis_acheronta	-3.933889	-61.3175
Historis_acheronta	-2.7295	-59.695056
Historis_acheronta	-2.703194	-59.680028
Historis_acheronta	3.409408	-61.667117
Historis_acheronta	-2.704722	-59.679694
Historis_acheronta	-2.656514	-60.928861
Historis_acheronta	-4.48	-58.573333
Historis_acheronta	-4.596944	-58.220556
Baeotus_deucalion	-3.933889	-61.3175
Baeotus_deucalion	-5.154264	-60.360031
Baeotus_deucalion	-1.750278	-67.616111
Baeotus_aeilus	-3.933889	-61.3175
Historis_acheronta	-6.566314	-37.270553
Historis_acheronta	-6.508028	-37.22
Historis_acheronta	-6.414472	-37.040889
Historis_acheronta	-6.336767	-36.992144
Historis_acheronta	-6.369267	-36.90815
Historis_acheronta	-6.306308	-36.994681
Historis_odius	-6.201239	-36.462389
Colobura_dirce	-7.933753	-34.923278
Historis_acheronta	-7.458875	-36.872697
Historis_acheronta	-7.469953	-36.892019
Historis_odius	-7.933753	-34.923278
Historis_odius	-6.25736931	-35.17246783
Historis_odius	-6.233823901	-35.31241679
Colobura_dirce	-6.249157436	-35.25649564
Colobura_dirce	-6.233823901	-35.31241679
Colobura_dirce	-6.327455961	-35.09812295
Colobura_dirce	-6.251528687	-35.13880269
Historis_acheronta	-6.368471717	-35.18436364
Historis_acheronta	-6.327455961	-35.09812295
Historis_acheronta	-6.25736931	-35.17246783
Baeotus_deucalion	-3.66480	-66.12324
Colobura_dirce	-2.81882	-65.06489
Colobura_dirce	-3.02540	-64.86112
Colobura_dirce	-3.03230	-64.85698
Colobura_dirce	-2.84269	-65.02323
Colobura_dirce	-3.02342	-64.86343
Colobura_dirce	-2.83569	-65.03987
Colobura_dirce	-3.03448	-64.87732
Historis_acheronta	-2.84149	-64.98504
Historis_odius	-3.66480	-66.12324
Historis_acheronta	-3.02540	-64.86112
Historis_odius	-3.03230	-64.85698
Colobura_annulata	-1.969778	-51.621944
Colobura_annulata	-1.7551833	-51.5244167
Colobura_annulata	-1.7525167	-51.5175833
Colobura_annulata	-1.7274333	-51.4822167
Colobura_annulata	-2.112861111	-44.83236111
Historis_acheronta	-1.7061667	-51.4589167
Historis_acheronta	-1.7252	-51.4276167
Historis_acheronta	-1.7252	-51.4276167
Historis_acheronta	-1.7861833	-51.59415
Historis_acheronta	-1.7861833	-51.59415
Historis_acheronta	-0.8880556	-52.845
Historis_acheronta	-0.8327778	-52.5944444
Colobura_dirce	-1.7522333	-51.5208333
Colobura_dirce	-0.8327778	-52.6583333
Colobura_dirce	-3.920777778	-46.75875
Colobura_dirce	-2.112861111	-44.83236111
Historis_odius	-3.265249	-47.69661024
Historis_odius	-3.241129	-47.700214Ê
Historis_odius	-0.45	-51.666667
Historis_odius	-0.8327778	-52.6583333
Historis_odius	-1.7326333	-51.5155
Historis_odius	-1.7084	-51.46395
Historis_odius	-1.77565	-51.5889833
Colobura_dirce	-21.250024	-56.686393
Colobura_dirce	-9.18183	-63.844531
Colobura_dirce	-19.761667	-42.5825
Colobura_dirce	-19.777778	-42.587222
Colobura_dirce	-19.771944	-42.626389
Baeotus_deucalion	-4.159065	-62.292425
Colobura_dirce	-4.186775	-62.296265
Colobura_annulata	-4.174623	-62.296449
Historis_odius	-4.248009	-62.361954
Historis_odius	-4.268534	-62.334982
Colobura_dirce	-4.259037	-62.325307
Colobura_dirce	-4.264713	-62.391096
Historis_acheronta	-4.267304	-62.452099
Colobura_annulata	-5.060893	-67.161369
Colobura_annulata	-5.049529	-67.14883
Baeotus_deucalion	-5.068114	-67.14637
Historis_acheronta	-5.377305	-67.41019
Historis_acheronta	-5.95131	-67.775788
Baeotus_deucalion	-5.162927	-67.263462
Historis_odius	-4.179957	-62.29484
Historis_odius	-4.178267	-62.295572
Baeotus_deucalion	-4.187691	-62.295564
Historis_acheronta	-4.251156	-62.272108
Historis_acheronta	-4.263558	-62.32838
Baeotus_aeilus	-4.264713	-62.391096
Historis_odius	-4.258997	-62.387398
Historis_acheronta	-4.276892	-62.453232
Baeotus_deucalion	-4.237926	-62.390484
Colobura_dirce	-4.213639	-62.284611
Historis_acheronta	-4.237926	-62.390484
Colobura_dirce	5.123639	-60.598361
Historis_acheronta	4.972428	-60.305561
Baeotus_deucalion	-5.238989	-62.954219
Baeotus_aeilus	-5.238989	-62.954219
Colobura_dirce	3.393417	-61.583917
Colobura_dirce	3.393278	-61.642944
Colobura_annulata	-1.803505	-59.264688
Colobura_dirce	-1.803505	-59.264688
Colobura_dirce	-5.951994	-62.503884
Colobura_dirce	-6.224993	-62.717677
Colobura_dirce	-5.505435	-62.13117
Colobura_dirce	-8.52	-61.661944
Colobura_annulata	-8.52	-61.661944
Colobura_annulata	-9.019517	-67.966592
Colobura_dirce	-9.011956	-67.969542
Colobura_annulata	-8.866622	-67.837744
Colobura_annulata	-9.026258	-67.966622
Colobura_dirce	-9.026258	-67.966622
Colobura_dirce	-8.906139	-67.770639
